dataset,missing_rate,missing_type,complete_rate,imputer,forecast_model,impute_rmse,impute_mae,impute_r2,impute_kl_divergence,impute_ks_statistic,impute_w2_distance,impute_sliced_kl_divergence,impute_sliced_ks_statistic,impute_sliced_w2_distance,forecast_mse,forecast_mae
exchange_rate,0.9,F-MNAR,0.875,XGBoost,TimesNet,0.1373626916637435,0.0391172729740405,0.9811314909388913,0.003353249999846615,0.033046450337670896,2.3569206392938886e-16,0.0030794527143371123,0.016209850107066392,9.729054620464352e-17,0.0010057365,0.02011573
exchange_rate,0.9,MAR,0.25,XGBoost,TimeXer,0.3564285726775326,0.23444859822837377,0.8729586725790568,0.02651935701254716,0.18536896722121562,2.380606738689241e-15,0.01677017854557586,0.03855542744193709,7.976703907249264e-16,0.0008875239,0.018806089
exchange_rate,0.9,MAR,0.25,XGBoost,iTransformer,0.3564285726775326,0.23444859822837377,0.8729586725790568,0.02651935701254716,0.18536896722121562,2.380606738689241e-15,0.01677017854557586,0.03855542744193709,7.976703907249264e-16,0.00089238316,0.018984277
exchange_rate,0.9,MAR,0.25,XGBoost,TimesNet,0.3564285726775326,0.23444859822837377,0.8729586725790568,0.02651935701254716,0.18536896722121562,2.380606738689241e-15,0.01677017854557586,0.03855542744193709,7.976703907249264e-16,0.0009836877,0.020113887
exchange_rate,0.6,D-MNAR,0.375,Forward,TimeXer,0.04384769501752352,0.013195797719189589,0.9980773796416502,0.0009144026803281546,0.005744523142810083,2.5002419041125144e-18,0.0007254351626598762,0.006657881732828209,5.37070708385431e-18,0.00079809147,0.01777847
exchange_rate,0.6,D-MNAR,0.375,Forward,iTransformer,0.04384769501752352,0.013195797719189589,0.9980773796416502,0.0009144026803281546,0.005744523142810083,2.5002419041125144e-18,0.0007254351626598762,0.006657881732828209,5.37070708385431e-18,0.0008381743,0.017863885
exchange_rate,0.6,D-MNAR,0.375,Forward,TimesNet,0.04384769501752352,0.013195797719189589,0.9980773796416502,0.0009144026803281546,0.005744523142810083,2.5002419041125144e-18,0.0007254351626598762,0.006657881732828209,5.37070708385431e-18,0.0009857117,0.019865071
exchange_rate,0.2,F-MNAR,0.625,Forward,TimeXer,0.010289864460663758,0.0015668253026426698,0.9998941186893812,2.37608347299974e-05,0.0011118431889309693,-2.3042030239831963e-20,4.350274813975812e-05,0.002314281008071171,5.7726476777112815e-19,0.0008087675,0.017932191
exchange_rate,0.2,F-MNAR,0.625,Forward,iTransformer,0.010289864460663758,0.0015668253026426698,0.9998941186893812,2.37608347299974e-05,0.0011118431889309693,-2.3042030239831963e-20,4.350274813975812e-05,0.002314281008071171,5.7726476777112815e-19,0.0008884793,0.018566398
exchange_rate,0.2,F-MNAR,0.625,Forward,TimesNet,0.010289864460663758,0.0015668253026426698,0.9998941186893812,2.37608347299974e-05,0.0011118431889309693,-2.3042030239831963e-20,4.350274813975812e-05,0.002314281008071171,5.7726476777112815e-19,0.0009990784,0.01988725
exchange_rate,0.5,D-MNAR,0.875,IIM,TimeXer,0.010832784687503472,0.001608140151724275,0.9998826507759142,2.318215428876756e-05,0.0007000494152528403,-3.4380156267155506e-20,4.050345330960995e-05,0.0024509965409323102,3.0315690280444996e-18,0.00080592686,0.017917225
exchange_rate,0.5,D-MNAR,0.875,IIM,iTransformer,0.010832784687503472,0.001608140151724275,0.9998826507759142,2.318215428876756e-05,0.0007000494152528403,-3.4380156267155506e-20,4.050345330960995e-05,0.0024509965409323102,3.0315690280444996e-18,0.00086200464,0.018278938
exchange_rate,0.5,D-MNAR,0.875,IIM,TimesNet,0.010832784687503472,0.001608140151724275,0.9998826507759142,2.318215428876756e-05,0.0007000494152528403,-3.4380156267155506e-20,4.050345330960995e-05,0.0024509965409323102,3.0315690280444996e-18,0.0010026507,0.01992675
exchange_rate,0.4,MCAR,0.625,Forward,TimeXer,0.01722179474580077,0.003203735390760847,0.9997034097857335,0.003568396290266489,0.0016883544720803743,1.0224007442800927e-15,8.951847397006191e-05,0.002946796244440791,6.311026325856332e-19,0.0008073947,0.017903335
exchange_rate,0.4,MCAR,0.625,Forward,iTransformer,0.01722179474580077,0.003203735390760847,0.9997034097857335,0.003568396290266489,0.0016883544720803743,1.0224007442800927e-15,8.951847397006191e-05,0.002946796244440791,6.311026325856332e-19,0.00085317047,0.018093871
exchange_rate,0.4,MCAR,0.625,Forward,TimesNet,0.01722179474580077,0.003203735390760847,0.9997034097857335,0.003568396290266489,0.0016883544720803743,1.0224007442800927e-15,8.951847397006191e-05,0.002946796244440791,6.311026325856332e-19,0.00099706,0.019903237
exchange_rate,0.9,MAR,0.375,XGBoost,TimeXer,0.33261255543935286,0.19818482756606,0.8893688879641034,0.02126311854900305,0.16972080382144622,2.1821044942947115e-15,0.01336189748264889,0.026283972986328452,6.643260037310211e-16,0.0008518476,0.01867175
exchange_rate,0.9,MAR,0.375,XGBoost,iTransformer,0.33261255543935286,0.19818482756606,0.8893688879641034,0.02126311854900305,0.16972080382144622,2.1821044942947115e-15,0.01336189748264889,0.026283972986328452,6.643260037310211e-16,0.0008476295,0.018536897
exchange_rate,0.9,MAR,0.375,XGBoost,TimesNet,0.33261255543935286,0.19818482756606,0.8893688879641034,0.02126311854900305,0.16972080382144622,2.1821044942947115e-15,0.01336189748264889,0.026283972986328452,6.643260037310211e-16,0.0010121436,0.020043883
exchange_rate,0.5,D-MNAR,0.75,Mean,TimeXer,0.34147518932100845,0.10454439543899118,0.8833946950781815,0.020410209007521746,0.09701861307857025,6.870234171107031e-16,0.019695361852334142,0.06464503376708945,7.499234638050766e-16,0.0009044565,0.018617863
exchange_rate,0.5,D-MNAR,0.75,Mean,iTransformer,0.34147518932100845,0.10454439543899118,0.8833946950781815,0.020410209007521746,0.09701861307857025,6.870234171107031e-16,0.019695361852334142,0.06464503376708945,7.499234638050766e-16,0.0008589279,0.01833867
exchange_rate,0.5,D-MNAR,0.75,Mean,TimesNet,0.34147518932100845,0.10454439543899118,0.8833946950781815,0.020410209007521746,0.09701861307857025,6.870234171107031e-16,0.019695361852334142,0.06464503376708945,7.499234638050766e-16,0.0010770824,0.021322705
exchange_rate,0.4,D-MNAR,0.875,IIM,TimeXer,0.008323895070103752,0.0010852777297012048,0.9999307127708619,1.3610975993529237e-05,0.0004529731510459628,5.0838746629707826e-20,7.012593974281865e-05,0.0022994564322187582,5.209398318709795e-19,0.00081086165,0.017942335
exchange_rate,0.4,D-MNAR,0.875,IIM,iTransformer,0.008323895070103752,0.0010852777297012048,0.9999307127708619,1.3610975993529237e-05,0.0004529731510459628,5.0838746629707826e-20,7.012593974281865e-05,0.0022994564322187582,5.209398318709795e-19,0.0008556533,0.018232265
exchange_rate,0.4,D-MNAR,0.875,IIM,TimesNet,0.008323895070103752,0.0010852777297012048,0.9999307127708619,1.3610975993529237e-05,0.0004529731510459628,5.0838746629707826e-20,7.012593974281865e-05,0.0022994564322187582,5.209398318709795e-19,0.0010008359,0.01991432
exchange_rate,0.5,D-MNAR,0.25,KNN,TimeXer,0.4476320306092318,0.2022527802294627,0.7996255651726557,0.03963369283208291,0.1062222039202767,8.704722733663713e-16,0.033530482625479044,0.057338165046944486,7.86446864360321e-16,0.0008512133,0.018387413
exchange_rate,0.5,D-MNAR,0.25,KNN,iTransformer,0.4476320306092318,0.2022527802294627,0.7996255651726557,0.03963369283208291,0.1062222039202767,8.704722733663713e-16,0.033530482625479044,0.057338165046944486,7.86446864360321e-16,0.0008709963,0.0185545
exchange_rate,0.5,D-MNAR,0.25,KNN,TimesNet,0.4476320306092318,0.2022527802294627,0.7996255651726557,0.03963369283208291,0.1062222039202767,8.704722733663713e-16,0.033530482625479044,0.057338165046944486,7.86446864360321e-16,0.0011777808,0.02090836
exchange_rate,0.2,D-MNAR,0.875,XGBoost,TimeXer,0.06671726050578612,0.008829615458599381,0.9955488071506031,0.0006482458688530017,0.004962114972821605,2.0085326186196684e-17,0.0011834977471319797,0.012011200790644057,2.0920954166286723e-17,0.0008224164,0.01812243
exchange_rate,0.2,D-MNAR,0.875,XGBoost,iTransformer,0.06671726050578612,0.008829615458599381,0.9955488071506031,0.0006482458688530017,0.004962114972821605,2.0085326186196684e-17,0.0011834977471319797,0.012011200790644057,2.0920954166286723e-17,0.0008452838,0.018065277
exchange_rate,0.2,D-MNAR,0.875,XGBoost,TimesNet,0.06671726050578612,0.008829615458599381,0.9955488071506031,0.0006482458688530017,0.004962114972821605,2.0085326186196684e-17,0.0011834977471319797,0.012011200790644057,2.0920954166286723e-17,0.0009703137,0.019646881
exchange_rate,0.7,MAR,0.5,KNN,TimeXer,0.41203826370179353,0.17103011548700478,0.8302244692456112,0.04728889253863856,0.10191895898534015,6.162471108571481e-16,0.0332553253368367,0.07282490528743207,6.469534035991401e-16,0.00083832117,0.018260501
exchange_rate,0.7,MAR,0.5,KNN,iTransformer,0.41203826370179353,0.17103011548700478,0.8302244692456112,0.04728889253863856,0.10191895898534015,6.162471108571481e-16,0.0332553253368367,0.07282490528743207,6.469534035991401e-16,0.0008196139,0.01781569
exchange_rate,0.7,MAR,0.5,KNN,TimesNet,0.41203826370179353,0.17103011548700478,0.8302244692456112,0.04728889253863856,0.10191895898534015,6.162471108571481e-16,0.0332553253368367,0.07282490528743207,6.469534035991401e-16,0.0009837019,0.0197921
exchange_rate,0.8,MAR,0.0,IIM,TimeXer,0.8819200247751277,0.6403033326675198,0.22221706990063816,0.13770776251389028,0.36734063580958654,6.099936895560091e-15,0.09530126442231407,0.14674024048756387,2.369005601172976e-15,0.0010737819,0.020527707
exchange_rate,0.8,MAR,0.0,IIM,iTransformer,0.8819200247751277,0.6403033326675198,0.22221706990063816,0.13770776251389028,0.36734063580958654,6.099936895560091e-15,0.09530126442231407,0.14674024048756387,2.369005601172976e-15,0.0012132487,0.021990396
exchange_rate,0.8,MAR,0.0,IIM,TimesNet,0.8819200247751277,0.6403033326675198,0.22221706990063816,0.13770776251389028,0.36734063580958654,6.099936895560091e-15,0.09530126442231407,0.14674024048756387,2.369005601172976e-15,0.0014057918,0.023595138
exchange_rate,0.8,F-MNAR,0.875,KNN,TimeXer,0.04057968302569783,0.008810887788676034,0.9983532893255339,0.0006100328745519752,0.005868061274913523,4.315806839145586e-18,0.0004892052431352076,0.010197661011365518,3.06539324725036e-18,0.00079787563,0.017726984
exchange_rate,0.8,F-MNAR,0.875,KNN,iTransformer,0.04057968302569783,0.008810887788676034,0.9983532893255339,0.0006100328745519752,0.005868061274913523,4.315806839145586e-18,0.0004892052431352076,0.010197661011365518,3.06539324725036e-18,0.00083125697,0.01781738
exchange_rate,0.8,F-MNAR,0.875,KNN,TimesNet,0.04057968302569783,0.008810887788676034,0.9983532893255339,0.0006100328745519752,0.005868061274913523,4.315806839145586e-18,0.0004892052431352076,0.010197661011365518,3.06539324725036e-18,0.0010305133,0.020235084
exchange_rate,0.4,MCAR,0.375,Mean,TimeXer,0.5023968022461102,0.2099173153359593,0.7475974530928828,0.050871573588647495,0.1374567616537638,1.453770027814023e-15,0.04109802529936734,0.0774666447043321,1.2606621908495859e-15,0.0008730445,0.018724421
exchange_rate,0.4,MCAR,0.375,Mean,iTransformer,0.5023968022461102,0.2099173153359593,0.7475974530928828,0.050871573588647495,0.1374567616537638,1.453770027814023e-15,0.04109802529936734,0.0774666447043321,1.2606621908495859e-15,0.0008735774,0.018678093
exchange_rate,0.4,MCAR,0.375,Mean,TimesNet,0.5023968022461102,0.2099173153359593,0.7475974530928828,0.050871573588647495,0.1374567616537638,1.453770027814023e-15,0.04109802529936734,0.0774666447043321,1.2606621908495859e-15,0.0012309706,0.022161424
exchange_rate,0.3,MAR,0.5,Mean,TimeXer,0.40087787010442977,0.13338732508125564,0.8392969332605359,0.04007033247172566,0.10222780431559877,5.849611684924779e-16,0.0320472171631295,0.06726568934277714,7.837795494295865e-16,0.00091412634,0.018919965
exchange_rate,0.3,MAR,0.5,Mean,iTransformer,0.40087787010442977,0.13338732508125564,0.8392969332605359,0.04007033247172566,0.10222780431559877,5.849611684924779e-16,0.0320472171631295,0.06726568934277714,7.837795494295865e-16,0.00084819726,0.01829052
exchange_rate,0.3,MAR,0.5,Mean,TimesNet,0.40087787010442977,0.13338732508125564,0.8392969332605359,0.04007033247172566,0.10222780431559877,5.849611684924779e-16,0.0320472171631295,0.06726568934277714,7.837795494295865e-16,0.0011561787,0.020889426
exchange_rate,0.6,MAR,0.0,XGBoost,TimeXer,0.31408356377297636,0.1936455161553693,0.9013515149676666,0.0183250211804355,0.13753912040849944,8.188559551827491e-16,0.017505237743757666,0.03945149069346074,7.691584736235333e-16,0.00084854534,0.018266916
exchange_rate,0.6,MAR,0.0,XGBoost,iTransformer,0.31408356377297636,0.1936455161553693,0.9013515149676666,0.0183250211804355,0.13753912040849944,8.188559551827491e-16,0.017505237743757666,0.03945149069346074,7.691584736235333e-16,0.00089879654,0.018916091
exchange_rate,0.6,MAR,0.0,XGBoost,TimesNet,0.31408356377297636,0.1936455161553693,0.9013515149676666,0.0183250211804355,0.13753912040849944,8.188559551827491e-16,0.017505237743757666,0.03945149069346074,7.691584736235333e-16,0.001036067,0.020208213
exchange_rate,0.7,D-MNAR,0.25,KNN,TimeXer,0.6294852935477248,0.34647927293967623,0.6037482652071346,0.07254875918585546,0.1726033602371932,3.0541282638329885e-15,0.05182811619268972,0.08370120243781914,1.7040230387988978e-15,0.0008199979,0.018171662
exchange_rate,0.7,D-MNAR,0.25,KNN,iTransformer,0.6294852935477248,0.34647927293967623,0.6037482652071346,0.07254875918585546,0.1726033602371932,3.0541282638329885e-15,0.05182811619268972,0.08370120243781914,1.7040230387988978e-15,0.00085845805,0.018338216
exchange_rate,0.7,D-MNAR,0.25,KNN,TimesNet,0.6294852935477248,0.34647927293967623,0.6037482652071346,0.07254875918585546,0.1726033602371932,3.0541282638329885e-15,0.05182811619268972,0.08370120243781914,1.7040230387988978e-15,0.0012301278,0.021627838
exchange_rate,0.7,D-MNAR,0.75,KNN,TimeXer,0.09548286335607177,0.028535163797200832,0.9908830228053257,0.002595800902347925,0.015627573711085488,3.165278576062513e-17,0.0020812404898498888,0.024755394498435182,3.400411049321955e-17,0.00080223574,0.017875554
exchange_rate,0.7,D-MNAR,0.75,KNN,iTransformer,0.09548286335607177,0.028535163797200832,0.9908830228053257,0.002595800902347925,0.015627573711085488,3.165278576062513e-17,0.0020812404898498888,0.024755394498435182,3.400411049321955e-17,0.00082248275,0.017823854
exchange_rate,0.7,D-MNAR,0.75,KNN,TimesNet,0.09548286335607177,0.028535163797200832,0.9908830228053257,0.002595800902347925,0.015627573711085488,3.165278576062513e-17,0.0020812404898498888,0.024755394498435182,3.400411049321955e-17,0.0010387679,0.020413123
exchange_rate,0.1,MCAR,0.875,Mean,TimeXer,0.11093644956269354,0.010894715639644077,0.9876931041584239,0.0023300663230612926,0.007638774501729534,1.3504817976200858e-17,0.003918846853300827,0.010983363531543415,1.2412980286938663e-16,0.0008060294,0.017975826
exchange_rate,0.1,MCAR,0.875,Mean,iTransformer,0.11093644956269354,0.010894715639644077,0.9876931041584239,0.0023300663230612926,0.007638774501729534,1.3504817976200858e-17,0.003918846853300827,0.010983363531543415,1.2412980286938663e-16,0.0008183232,0.017824784
exchange_rate,0.1,MCAR,0.875,Mean,TimesNet,0.11093644956269354,0.010894715639644077,0.9876931041584239,0.0023300663230612926,0.007638774501729534,1.3504817976200858e-17,0.003918846853300827,0.010983363531543415,1.2412980286938663e-16,0.0010134969,0.020076958
exchange_rate,0.8,MAR,0.0,Forward,TimeXer,0.10392648798665066,0.05270110746330819,0.9891992850947605,0.007085721796643338,0.0170894416076429,1.0291677830581468e-15,0.003123072303055161,0.014294185471915678,3.5126015453134745e-17,0.00081245805,0.017757168
exchange_rate,0.8,MAR,0.0,Forward,iTransformer,0.10392648798665066,0.05270110746330819,0.9891992850947605,0.007085721796643338,0.0170894416076429,1.0291677830581468e-15,0.003123072303055161,0.014294185471915678,3.5126015453134745e-17,0.0008265927,0.017777666
exchange_rate,0.8,MAR,0.0,Forward,TimesNet,0.10392648798665066,0.05270110746330819,0.9891992850947605,0.007085721796643338,0.0170894416076429,1.0291677830581468e-15,0.003123072303055161,0.014294185471915678,3.5126015453134745e-17,0.0009466851,0.019501649
exchange_rate,0.5,MCAR,0.5,XGBoost,TimeXer,0.18079774150908462,0.07510762585354551,0.9673121766652142,0.0086561704320467,0.0728051391862955,7.556674224415706e-16,0.00622543511617664,0.023762147916323518,4.3819308619013277e-16,0.00081961625,0.018273339
exchange_rate,0.5,MCAR,0.5,XGBoost,iTransformer,0.18079774150908462,0.07510762585354551,0.9673121766652142,0.0086561704320467,0.0728051391862955,7.556674224415706e-16,0.00622543511617664,0.023762147916323518,4.3819308619013277e-16,0.0007997396,0.017851656
exchange_rate,0.5,MCAR,0.5,XGBoost,TimesNet,0.18079774150908462,0.07510762585354551,0.9673121766652142,0.0086561704320467,0.0728051391862955,7.556674224415706e-16,0.00622543511617664,0.023762147916323518,4.3819308619013277e-16,0.0009810965,0.019554598
exchange_rate,0.7,D-MNAR,0.5,IIM,TimeXer,0.42506720928708414,0.16426372102972492,0.8193178675888901,0.0572172265266329,0.10000411793773678,2.338916410154595e-15,0.03631904916920883,0.07975292373579312,8.012115175908209e-16,0.00092072884,0.018757155
exchange_rate,0.7,D-MNAR,0.5,IIM,iTransformer,0.42506720928708414,0.16426372102972492,0.8193178675888901,0.0572172265266329,0.10000411793773678,2.338916410154595e-15,0.03631904916920883,0.07975292373579312,8.012115175908209e-16,0.0008657403,0.018238157
exchange_rate,0.7,D-MNAR,0.5,IIM,TimesNet,0.42506720928708414,0.16426372102972492,0.8193178675888901,0.0572172265266329,0.10000411793773678,2.338916410154595e-15,0.03631904916920883,0.07975292373579312,8.012115175908209e-16,0.0010341058,0.020271039
exchange_rate,0.4,F-MNAR,0.75,KNN,TimeXer,0.038023551117500755,0.007677298349048325,0.9985542095604149,0.000214710340767296,0.003520836764948118,9.125371190450525e-19,0.0004566274570598603,0.00785537802668425,8.225693779549108e-18,0.0007925522,0.0177517
exchange_rate,0.4,F-MNAR,0.75,KNN,iTransformer,0.038023551117500755,0.007677298349048325,0.9985542095604149,0.000214710340767296,0.003520836764948118,9.125371190450525e-19,0.0004566274570598603,0.00785537802668425,8.225693779549108e-18,0.00083873415,0.017949479
exchange_rate,0.4,F-MNAR,0.75,KNN,TimesNet,0.038023551117500755,0.007677298349048325,0.9985542095604149,0.000214710340767296,0.003520836764948118,9.125371190450525e-19,0.0004566274570598603,0.00785537802668425,8.225693779549108e-18,0.00097022246,0.019654993
exchange_rate,0.3,MCAR,0.25,IIM,TimeXer,0.16833854718144872,0.05664865357856728,0.9716621335328391,0.00643681723250955,0.031728710261900855,1.2711697041388232e-16,0.007338202389163908,0.02492834788338002,1.5591257489460935e-16,0.0008359455,0.018077819
exchange_rate,0.3,MCAR,0.25,IIM,iTransformer,0.16833854718144872,0.05664865357856728,0.9716621335328391,0.00643681723250955,0.031728710261900855,1.2711697041388232e-16,0.007338202389163908,0.02492834788338002,1.5591257489460935e-16,0.0008592103,0.018488694
exchange_rate,0.3,MCAR,0.25,IIM,TimesNet,0.16833854718144872,0.05664865357856728,0.9716621335328391,0.00643681723250955,0.031728710261900855,1.2711697041388232e-16,0.007338202389163908,0.02492834788338002,1.5591257489460935e-16,0.0010913903,0.020647999
exchange_rate,0.2,D-MNAR,0.25,Mean,TimeXer,0.4197045441414357,0.13376053467593377,0.8238480956270297,0.034100989991846326,0.09823340471092079,5.509237165910725e-16,0.03347735637398457,0.06432218744852579,7.178048781101204e-16,0.000816265,0.017948622
exchange_rate,0.2,D-MNAR,0.25,Mean,iTransformer,0.4197045441414357,0.13376053467593377,0.8238480956270297,0.034100989991846326,0.09823340471092079,5.509237165910725e-16,0.03347735637398457,0.06432218744852579,7.178048781101204e-16,0.0008559029,0.018351587
exchange_rate,0.2,D-MNAR,0.25,Mean,TimesNet,0.4197045441414357,0.13376053467593377,0.8238480956270297,0.034100989991846326,0.09823340471092079,5.509237165910725e-16,0.03347735637398457,0.06432218744852579,7.178048781101204e-16,0.0012141693,0.021550415
exchange_rate,0.9,D-MNAR,0.375,Forward,TimeXer,0.13410038034335428,0.048053921315690334,0.9820170879917677,0.027463476888240128,0.02730192719486081,1.1998352676781712e-15,0.004373905232552989,0.024210179542085326,5.56343492320334e-17,0.0008108146,0.01780195
exchange_rate,0.9,D-MNAR,0.375,Forward,iTransformer,0.13410038034335428,0.048053921315690334,0.9820170879917677,0.027463476888240128,0.02730192719486081,1.1998352676781712e-15,0.004373905232552989,0.024210179542085326,5.56343492320334e-17,0.0008088895,0.017579967
exchange_rate,0.9,D-MNAR,0.375,Forward,TimesNet,0.13410038034335428,0.048053921315690334,0.9820170879917677,0.027463476888240128,0.02730192719486081,1.1998352676781712e-15,0.004373905232552989,0.024210179542085326,5.56343492320334e-17,0.0009765304,0.01946568
exchange_rate,0.8,MCAR,0.75,Mean,TimeXer,0.44504318745862986,0.16405046654966118,0.8019365612966628,0.03568492442287055,0.1151787184977763,1.4795770897218374e-15,0.039389320883355436,0.1011283149398781,1.1440450227049423e-15,0.0010290806,0.019609232
exchange_rate,0.8,MCAR,0.75,Mean,iTransformer,0.44504318745862986,0.16405046654966118,0.8019365612966628,0.03568492442287055,0.1151787184977763,1.4795770897218374e-15,0.039389320883355436,0.1011283149398781,1.1440450227049423e-15,0.00097426126,0.019306663
exchange_rate,0.8,MCAR,0.75,Mean,TimesNet,0.44504318745862986,0.16405046654966118,0.8019365612966628,0.03568492442287055,0.1151787184977763,1.4795770897218374e-15,0.039389320883355436,0.1011283149398781,1.1440450227049423e-15,0.0014435245,0.023115342
exchange_rate,0.3,MAR,0.375,IIM,TimeXer,0.07786267100648046,0.01939553529735409,0.9939374044637366,0.001947210864176755,0.015318728380826879,1.2485848619067716e-17,0.0014725236920254475,0.010288255641574713,1.7415699730275285e-17,0.0008308021,0.018311204
exchange_rate,0.3,MAR,0.375,IIM,iTransformer,0.07786267100648046,0.01939553529735409,0.9939374044637366,0.001947210864176755,0.015318728380826879,1.2485848619067716e-17,0.0014725236920254475,0.010288255641574713,1.7415699730275285e-17,0.00084501615,0.018143814
